#source_id,#transit_id,#band,#time,#mag,#flux,#flux_error,#flux_over_error,#rejected_by_photometry,#rejected_by_variability,#other_flags,#solution_id
5.87012381002806E+018,3.00061718613002E+016,G,1939.49419399858,16.1659464150385,6441.2139381837,21.1407780057231,304.68198,false,false,1,3.69295549951642E+017
5.87012381002806E+018,3.00159126314812E+016,G,1939.67035424476,16.1565108645546,6497.43501033047,21.8492506512921,297.37564,false,false,1,3.69295549951642E+017
5.87012381002806E+018,3.0020004922578E+016,G,1939.74436268292,16.1643522346694,6450.6784830871,20.2900108809969,317.92386,false,false,1,3.69295549951642E+017
5.87012381002806E+018,3.00297457858199E+016,G,1939.92052457418,16.1703289761454,6415.2664593151,23.0216332734743,278.66254,false,false,1,3.69295549951642E+017
5.87012381002806E+018,3.00338381204325E+016,G,1939.99453376221,16.1618037595219,6465.83750824378,22.1721506081366,291.61978,false,false,1,3.69295549951642E+017
5.87012381002806E+018,3.00435790804056E+016,G,1940.17069735615,16.1772596478764,6374.44577210369,22.5474917685694,282.71198,false,false,1,3.69295549951642E+017
5.87012381002806E+018,3.33610065136354E+016,G,2000.16366277981,14.6948981836158,24968.187475468,318.982367384086,78.274506,false,true,4198913,3.69295549951642E+017
5.87012381002806E+018,3.33650988111475E+016,G,2000.23766631943,14.662891097498,25715.1967227952,61.5740397017079,417.6305,false,false,4198913,3.69295549951642E+017
5.87012381002806E+018,3.48304408721917E+016,G,2026.73611816571,14.5517410217763,28487.2076548281,80.7343309972918,352.85123,false,false,4097,3.69295549951642E+017
5.87012381002806E+018,3.48401816856415E+016,G,2026.91226417635,14.5652021731704,28136.1985988637,96.3979653164244,291.87543,false,false,4097,3.69295549951642E+017
5.87012381002806E+018,3.65674867280044E+016,G,2058.14751776449,14.0536324341167,45070.5975891297,132.490065673741,340.18097,false,false,4097,3.69295549951642E+017
5.87012381002806E+018,3.65715790165937E+016,G,2058.2214914146,14.0555495933945,44991.0835497369,151.287980586536,297.38702,false,false,4198913,3.69295549951642E+017
5.87012381002806E+018,3.87770967672924E+016,G,2098.1047129189,13.6957679220354,62667.0312572477,125.03915102392,501.1793,false,false,4198913,3.69295549951642E+017
5.87012381002806E+018,3.94547168181141E+016,G,2110.35861999692,13.7803997628839,57967.7421516529,69.8529467736193,829.85394,false,false,4198913,3.69295549951642E+017
5.87012381002806E+018,3.94588091169312E+016,G,2110.4326526841,13.7736100805166,58331.3809105065,108.036934395517,539.9207,false,false,4097,3.69295549951642E+017
5.87012381002806E+018,4.20399610102134E+016,G,2157.11114295087,14.3801370410156,33365.0264630094,72.5978262555344,459.58713,false,false,4097,3.69295549951642E+017
5.87012381002806E+018,4.204970192183E+016,G,2157.28730621206,14.3810507793142,33336.9588004112,39.6324674727127,841.1528,false,false,1,3.69295549951642E+017
5.87012381002806E+018,4.20537942009979E+016,G,2157.36125840108,14.410695499042,32439.0472602167,214.074157678768,151.53183,false,false,6295553,3.69295549951642E+017
5.87012381002806E+018,4.20635349195458E+016,G,2157.53747447688,14.397789987969,32826.9319493228,51.0863169315496,642.57776,false,false,4097,3.69295549951642E+017
5.87012381002806E+018,4.23954975852027E+016,G,2163.5410055167,14.528728240821,29097.4542299366,58.8989269962126,494.0235,false,false,4097,3.69295549951642E+017
5.87012381002806E+018,4.23995898550573E+016,G,2163.61501431803,14.5253653572854,29187.7183704115,44.3133680281697,658.6662,false,false,1,3.69295549951642E+017
5.87012381002806E+018,4.47150574836259E+016,G,2205.49116531855,15.5051868486977,11837.8150540704,41.9420935291677,282.24188,false,false,4097,3.69295549951642E+017
5.87012381002806E+018,4.47191497634576E+016,G,2205.56517704466,15.5322650304854,11546.2319538905,40.272930559725,286.6996,false,false,4097,3.69295549951642E+017
5.87012381002806E+018,4.60694061288285E+016,G,2229.98559855367,16.0230957288461,7346.96546662797,55.0853819934121,133.37415,false,false,4097,3.69295549951642E+017
5.87012381002806E+018,4.60734984256816E+016,G,2230.05961104291,16.0287704094029,7308.66618256499,34.3680976895229,212.65845,false,false,4097,3.69295549951642E+017
5.87012381002806E+018,4.77000200753113E+016,G,2259.47649854314,16.2559460689725,5928.81450071318,33.8710204168413,175.04092,false,false,167937,3.69295549951642E+017
5.87012381002806E+018,4.77041123797857E+016,G,2259.55047831396,16.2506212205895,5957.96299958672,27.2223067277978,218.86327,false,false,4097,3.69295549951642E+017
