    -1240.2784423828        0.0000079391        0.0002946429
    -1229.9354248047        0.0005437454        0.0002080427
    -1219.5924072266       -0.0002824019        0.0005668586
    -1209.2495117188        0.0001269821        0.0011718675
    -1198.9064941406        0.0004661928        0.0006196707
    -1188.5635986328        0.0000299598       -0.0011031217
    -1178.2205810547       -0.0001001515       -0.0018077815
    -1167.8775634766        0.0004515992        0.0007650953
    -1157.5346679687       -0.0000741186        0.0013381592
    -1147.1916503906       -0.0008256169       -0.0002502338
    -1136.8486328125       -0.0005098690       -0.0006255695
    -1126.5057373047        0.0006718046        0.0005087015
    -1116.1627197266        0.0002097890       -0.0002758859
    -1105.8198242188        0.0011531063        0.0007657236
    -1095.4768066406       -0.0001071732        0.0003672903
    -1085.1337890625        0.0005268285        0.0011031054
    -1074.7908935547        0.0003284936        0.0001262864
    -1064.4478759766        0.0007007693        0.0006594835
    -1054.1049804687       -0.0007116992       -0.0012703207
    -1043.7619628906       -0.0003716937       -0.0000946797
    -1033.4189453125       -0.0003109289        0.0010128225
    -1023.0760498047        0.0004528647        0.0002541431
    -1012.7330322266        0.0002471551       -0.0002358338
    -1002.3900756836        0.0001205280       -0.0007971530
     -992.0471191406       -0.0001411085       -0.0003746013
     -981.7041625977        0.0002097079       -0.0003187918
     -971.3611450195       -0.0000687290       -0.0013986637
     -961.0181884766       -0.0003842706       -0.0006142599
     -950.6752319336       -0.0002773778       -0.0005872210
     -940.3322753906        0.0005625389        0.0005308721
     -929.9893188477        0.0000944108       -0.0002565589
     -919.6463012695        0.0003568537        0.0011227209
     -909.3033447266        0.0002288316        0.0015330148
     -898.9603881836       -0.0001328462        0.0009730806
     -888.6174316406        0.0008049090        0.0020685494
     -878.2744750977        0.0003035782        0.0014798729
     -867.9314575195       -0.0001436988        0.0005757020
     -857.5885009766       -0.0001233858        0.0003745314
     -847.2455444336        0.0001252559       -0.0000375350
     -836.9025878906        0.0003190649       -0.0017612092
     -826.5595703125       -0.0004818320       -0.0019798721
     -816.2166137695       -0.0007131060       -0.0004085773
     -805.8736572266        0.0005106932        0.0000324467
     -795.5307006836       -0.0004238005        0.0001278324
     -785.1877441406        0.0005630893       -0.0004243993
     -774.8447265625        0.0002245853        0.0007301275
     -764.5017700195       -0.0001218564        0.0004283819
     -754.1588134766        0.0001821488        0.0000532304
     -743.8158569336       -0.0008494343       -0.0013735630
     -733.4728393555       -0.0005752798       -0.0008096577
     -723.1298828125       -0.0000393911        0.0004347230
     -712.7869262695       -0.0002997089       -0.0012816519
     -702.4439697266        0.0005002448        0.0009240440
     -692.1010131836        0.0005796850       -0.0001601059
     -681.7579956055        0.0006124299        0.0006763623
     -671.4150390625        0.0002974655        0.0000519813
     -661.0720825195        0.0004123162        0.0006178553
     -650.7291259766        0.0004336136        0.0003753082
     -640.3861083984       -0.0008053305       -0.0019943472
     -630.0431518555        0.0004433529        0.0002995184
     -619.7001953125        0.0004018154        0.0003172038
     -609.3572387695       -0.0006351125       -0.0015850577
     -599.0142822266        0.0000604682       -0.0002447944
     -588.6712646484       -0.0001336156        0.0005715350
     -578.3283081055       -0.0004399522       -0.0011588365
     -567.9853515625       -0.0003158317        0.0005742233
     -557.6423950195       -0.0004273844       -0.0019272668
     -547.2994384766       -0.0005534468        0.0009046458
     -536.9564208984        0.0001893502        0.0014317302
     -526.6134643555        0.0005172141        0.0007454758
     -516.2705078125        0.0001553454        0.0005180433
     -505.9275207519        0.0006249996        0.0011800061
     -495.5845642090        0.0002680879        0.0015301605
     -485.2415771484        0.0001484830        0.0003607750
     -474.8986206055        0.0002312361        0.0005415660
     -464.5556640625        0.0000242115       -0.0001486206
     -454.2126770019        0.0001218346        0.0012903634
     -443.8697204590        0.0001044089        0.0007803323
     -433.5267333984        0.0001363804       -0.0004481275
     -423.1837768555       -0.0003139672       -0.0009331643
     -412.8407897949       -0.0000379631       -0.0004038295
     -402.4978332519        0.0002144684        0.0003126867
     -392.1548461914       -0.0005160999       -0.0012807173
     -381.8118896484       -0.0003488536       -0.0007929084
     -371.4689331055        0.0001624703        0.0017446135
     -361.1259460449       -0.0003751656       -0.0000513390
     -350.7829895019       -0.0003764268        0.0013609639
     -340.4400024414        0.0000136563        0.0006143291
     -330.0970458984        0.0008180358        0.0017447012
     -319.7540588379       -0.0005835923        0.0003536918
     -309.4111022949        0.0001875646        0.0009243361
     -299.0681457519        0.0011015250        0.0008785687
     -288.7251586914       -0.0003329183        0.0004863376
     -278.3822021484       -0.0001168310        0.0010332940
     -268.0392150879       -0.0001708282        0.0002132460
     -257.6962585449       -0.0010297660        0.0002439873
     -247.3532867432       -0.0004016820        0.0006544451
     -237.0103149414       -0.0003623480       -0.0013808642
     -226.6673431397        0.0003977717        0.0010821020
     -216.3243713379        0.0006784765        0.0004156564
     -205.9813995361        0.0000408911       -0.0002804682
     -195.6384277344       -0.0000957517       -0.0001476815
     -185.2954559326        0.0001213311        0.0009451604
     -174.9524993897       -0.0009915371        0.0005792452
     -164.6095275879        0.0003504475        0.0002414610
     -154.2665557861        0.0007821935        0.0006929107
     -143.9235839844       -0.0001152435       -0.0002731217
     -133.5806121826       -0.0010637029        0.0006999291
     -123.2376403809        0.0013429081        0.0027718947
     -112.8946762085        0.0000171067        0.0030037696
     -102.5517044067        0.0005782106        0.0025297229
      -92.2087326050        0.0003517881        0.0008271409
      -81.8657608032        0.0001630839        0.0001942021
      -71.5227966309        0.0000442146        0.0018786963
      -61.1798248291        0.0010857222        0.0029287867
      -50.8368530273        0.0009551964        0.0018290745
      -40.4938850403        0.0006488893        0.0019360938
      -30.1509151459        0.0017024797        0.0052515613
      -19.8079452515        0.0009611993        0.0031660148
       -9.4649753571        0.0009378465        0.0031137285
        0.8779948354        0.0008569086        0.0019343887
       11.2209644318        0.0008928812        0.0029743842
       21.5639343262        0.0012686265        0.0028674193
       31.9069042206        0.0008458306        0.0008287195
       42.2498741150        0.0016206185        0.0041087545
       52.5928459167        0.0016618591        0.0027421694
       62.9358139038        0.0011136472        0.0025820979
       73.2787857056        0.0001668458        0.0019132753
       83.6217575073       -0.0000745774        0.0015731598
       93.9647216797        0.0009230473        0.0016632085
      104.3076934815        0.0012731466        0.0028622032
      114.6506652832        0.0008257165        0.0032344798
      124.9936370850        0.0007580728        0.0016471373
      135.3366088867        0.0010962316        0.0011166900
      145.6795806885       -0.0001251583        0.0007035015
      156.0225372315        0.0002407360        0.0004482003
      166.3655090332        0.0004635575       -0.0008817921
      176.7084808350        0.0005103224       -0.0000286510
      187.0514526367       -0.0003352777        0.0001922577
      197.3944244385       -0.0006265640       -0.0015684299
      207.7373962402        0.0001594945        0.0021781966
      218.0803680420        0.0001078520        0.0011356359
      228.4233398438        0.0006059662        0.0007941588
      238.7662963867        0.0005354423       -0.0000466399
      249.1092681885       -0.0002910199        0.0009485597
      259.4522399902       -0.0001751611       -0.0001336257
      269.7952270508       -0.0003583125        0.0000066553
      280.1381835938        0.0000020523       -0.0019414168
      290.4811401367        0.0003288859        0.0007251298
      300.8241271973        0.0005467323        0.0008339214
      311.1670837402        0.0007208639       -0.0001449578
      321.5100708008       -0.0005222663       -0.0016346916
      331.8530273438       -0.0001881913       -0.0005483057
      342.1960144043       -0.0002791255       -0.0014696824
      352.5389709473        0.0003680707        0.0003547796
      362.8819274902        0.0010277050        0.0016578053
      373.2249145508        0.0003951213        0.0009085572
      383.5678710938       -0.0003491275        0.0001765550
      393.9108581543        0.0003809716        0.0011351977
      404.2538146973       -0.0000525032        0.0022804074
      414.5968017578        0.0007587571        0.0008974625
      424.9397583008        0.0003264345        0.0009062393
      435.2827453613       -0.0006232084       -0.0014973930
      445.6257019043       -0.0004469249       -0.0009079259
      455.9686584473        0.0000929791       -0.0008903572
      466.3116455078       -0.0006877694       -0.0006232295
      476.6546020508       -0.0004341315       -0.0012934721
      486.9975891113        0.0000960764       -0.0007831830
      497.3405456543       -0.0001846434       -0.0009861583
      507.6835327148       -0.0011647019       -0.0011637220
      518.0264892578        0.0004364278       -0.0006351381
      528.3694458008       -0.0001903254        0.0010248061
      538.7124023438       -0.0003327140       -0.0008555774
      549.0554199219        0.0001537000       -0.0000420624
      559.3983764648       -0.0008083360       -0.0000648395
      569.7413330078       -0.0001925477        0.0011416225
      580.0842895508       -0.0001503332       -0.0000901476
      590.4273071289       -0.0001624410       -0.0008352760
      600.7702636719       -0.0009306290       -0.0021109655
      611.1132202148       -0.0000644717        0.0014011352
