5864.202262064493	5891.7984073862035	5897.784872100462	5916.018809871901	
5864.203294330897	5891.80175955670	5897.787072007644	5916.016540466899	
5864.203278022684	5891.799795094461	5897.786668423581	5916.017239400448	
5864.204508515072	5891.803228149941	5897.78700773383	5916.017468558449	
5864.204006769957	5891.801791039494	5897.786310754556	5916.017275827555	
5864.205312248641	5891.799145100755	5897.788534203192	5916.018774026176	
5864.205135764511	5891.801750467917	5897.7873675197725	5916.019243011059	
5864.205289833983	5891.8014927835875	5897.788143558187	5916.019396213736	
5864.2048449406275	5891.80381974507	5897.787553001164	5916.019169967201	
5864.205466771288	5891.801542199667	5897.788786974622	5916.019458147057	
5864.205436206578	5891.805422294606	5897.788748046061	5916.019250307986	
5864.205379010864	5891.80298965608	5897.788676980464	5916.019658004771	
5864.205866878407	5891.802965003349	5897.788842771864	5916.020189509166
5864.206637829342	5891.808373591124	5897.790430191835	5916.0204176059015	
5864.207583974596	5891.804905831804	5897.790355574828	5916.020913597741	
5864.206809756807	5891.8052247045325	5897.790912635915	5916.021564316271	
5864.2072749957815	5891.80444321639	5897.790491871858	5916.021438538303	
5864.207277738672	5891.803262035557	5897.792046411212	5916.022267977561	
5864.208128648729	5891.8027855526425	5897.792539726876	5916.021120995162	
5864.208166128181	5891.8042180549755	5897.7925243236805	5916.022145201978	
