-1.8570565621857618	6.750902845186029e-05
-1.7904681617793468	2.5186411578286635e-05
-1.9431340674813258	4.382331289696985e-05
-1.8505664865348703	3.827646407756322e-05
-1.8470181700391992	3.771540892388777e-05
-1.9052031203854436	2.015014922997399e-05
-1.8668402989001813	0.0008718907003422785
-1.8706817629168844	1.6375453383486514e-05
-1.8768451435459534	3.75779551394863e-05
-1.8535997389954806	2.878515338778109e-05
-1.9109972118621787	1.1314352785694997e-05
-1.932228942523952	1.5146665361071534e-05
-1.926061300117649	2.0198135667867706e-05
-1.874420738372271	0.0018713168004999752
-1.934038537189406	1.504978546569966e-05
-1.9271974185703755	1.515083702336137e-05
-1.9083521048944567	1.8532401364261323e-05
-1.944865565668411	2.4157425855761475e-05
-1.9232208007225082	0.00017330483816433982
-1.9088637548108702	2.3125850670551564e-05
