130.51938666529907	5854.303282
173.30335991038635	5855.097064
208.22537868630548	5855.743152
737.5477946389759	5865.344413
912.4949486008189	5868.438313
1001.7147321159805	5870.000919
1163.5715598010713	5872.8097
1246.1772930841287	5874.230072
1348.5891507998917	5875.978766
2605.2514791045446	5896.333695
2643.0989480421395	5896.915151
2713.869967233373	5897.997211
2741.7611859088206	5898.421914
3130.600587094014	5904.237282
3307.0611023313395	5906.811761
3733.638914780433	5912.868304
3962.8125338397363	5916.024494
